,Unnamed: 0,path,x,y,w,h,image_id
1771,1771,HAM10000_images_part_1/ISIC_0028327.jpg,268,162,267,179,ISIC_0028327
1772,1772,HAM10000_images_part_1/ISIC_0027014.jpg,187,177,191,178,ISIC_0027014
1773,1773,HAM10000_images_part_1/ISIC_0028333.jpg,119,0,371,351,ISIC_0028333
1774,1774,HAM10000_images_part_1/ISIC_0027000.jpg,0,95,507,327,ISIC_0027000
1775,1775,HAM10000_images_part_1/ISIC_0024509.jpg,142,18,252,382,ISIC_0024509
1776,1776,HAM10000_images_part_1/ISIC_0025617.jpg,91,25,203,269,ISIC_0025617
1777,1777,HAM10000_images_part_1/ISIC_0025171.jpg,235,143,160,147,ISIC_0025171
1778,1778,HAM10000_images_part_1/ISIC_0028455.jpg,33,45,368,443,ISIC_0028455
1779,1779,HAM10000_images_part_1/ISIC_0027766.jpg,124,82,294,297,ISIC_0027766
1780,1780,HAM10000_images_part_1/ISIC_0026478.jpg,131,42,271,319,ISIC_0026478
1781,1781,HAM10000_images_part_1/ISIC_0025159.jpg,5,9,288,278,ISIC_0025159
1782,1782,HAM10000_images_part_1/ISIC_0027996.jpg,160,95,205,232,ISIC_0027996
1783,1783,HAM10000_images_part_1/ISIC_0026450.jpg,35,17,479,438,ISIC_0026450
1784,1784,HAM10000_images_part_1/ISIC_0026336.jpg,201,183,211,202,ISIC_0026336
1785,1785,HAM10000_images_part_1/ISIC_0029005.jpg,79,95,412,305,ISIC_0029005
1786,1786,HAM10000_images_part_1/ISIC_0027028.jpg,155,152,214,221,ISIC_0027028
1787,1787,HAM10000_images_part_1/ISIC_0024521.jpg,167,0,320,329,ISIC_0024521
1788,1788,HAM10000_images_part_1/ISIC_0024535.jpg,0,26,599,446,ISIC_0024535
1789,1789,HAM10000_images_part_1/ISIC_0026322.jpg,0,0,124,191,ISIC_0026322
1790,1790,HAM10000_images_part_1/ISIC_0029011.jpg,53,4,474,372,ISIC_0029011
1791,1791,HAM10000_images_part_1/ISIC_0028469.jpg,191,69,259,252,ISIC_0028469
1792,1792,HAM10000_images_part_1/ISIC_0027982.jpg,0,0,112,120,ISIC_0027982
1793,1793,HAM10000_images_part_1/ISIC_0026444.jpg,105,222,311,274,ISIC_0026444
1794,1794,HAM10000_images_part_1/ISIC_0027969.jpg,184,93,206,236,ISIC_0027969
1795,1795,HAM10000_images_part_1/ISIC_0028482.jpg,92,107,386,338,ISIC_0028482
1796,1796,HAM10000_images_part_1/ISIC_0025818.jpg,172,104,243,204,ISIC_0025818
1797,1797,HAM10000_images_part_1/ISIC_0028496.jpg,409,0,230,217,ISIC_0028496
1798,1798,HAM10000_images_part_1/ISIC_0027955.jpg,133,97,301,281,ISIC_0027955
1799,1799,HAM10000_images_part_1/ISIC_0026493.jpg,98,53,402,352,ISIC_0026493
1800,1800,HAM10000_images_part_1/ISIC_0025824.jpg,260,133,118,115,ISIC_0025824
1801,1801,HAM10000_images_part_1/ISIC_0025830.jpg,68,2,463,383,ISIC_0025830
1802,1802,HAM10000_images_part_1/ISIC_0027941.jpg,69,0,358,404,ISIC_0027941
1803,1803,HAM10000_images_part_1/ISIC_0026487.jpg,103,98,417,303,ISIC_0026487
1804,1804,HAM10000_images_part_1/ISIC_0027799.jpg,217,34,288,307,ISIC_0027799
1805,1805,HAM10000_images_part_1/ISIC_0026518.jpg,102,100,395,304,ISIC_0026518
1806,1806,HAM10000_images_part_1/ISIC_0028535.jpg,161,86,276,262,ISIC_0028535
1807,1807,HAM10000_images_part_1/ISIC_0027606.jpg,51,23,504,412,ISIC_0027606
1808,1808,HAM10000_images_part_1/ISIC_0025011.jpg,147,30,302,311,ISIC_0025011
1809,1809,HAM10000_images_part_1/ISIC_0025777.jpg,132,106,305,233,ISIC_0025777
1810,1810,HAM10000_images_part_1/ISIC_0024469.jpg,227,153,153,191,ISIC_0024469
1811,1811,HAM10000_images_part_1/ISIC_0028253.jpg,190,254,110,108,ISIC_0028253
1812,1812,HAM10000_images_part_1/ISIC_0027160.jpg,130,142,258,275,ISIC_0027160
1813,1813,HAM10000_images_part_1/ISIC_0028247.jpg,234,180,141,131,ISIC_0028247
1814,1814,HAM10000_images_part_1/ISIC_0027174.jpg,213,123,172,170,ISIC_0027174
1815,1815,HAM10000_images_part_1/ISIC_0029159.jpg,194,57,283,330,ISIC_0029159
1816,1816,HAM10000_images_part_1/ISIC_0025763.jpg,175,106,265,200,ISIC_0025763
1817,1817,HAM10000_images_part_1/ISIC_0025005.jpg,209,0,130,141,ISIC_0025005
1818,1818,HAM10000_images_part_1/ISIC_0028521.jpg,144,53,253,221,ISIC_0028521
1819,1819,HAM10000_images_part_1/ISIC_0027612.jpg,193,69,306,250,ISIC_0027612
1820,1820,HAM10000_images_part_1/ISIC_0024333.jpg,319,155,121,125,ISIC_0024333
1821,1821,HAM10000_images_part_1/ISIC_0026524.jpg,0,110,140,126,ISIC_0026524
1822,1822,HAM10000_images_part_1/ISIC_0028509.jpg,219,150,161,153,ISIC_0028509
1823,1823,HAM10000_images_part_1/ISIC_0026242.jpg,0,0,367,449,ISIC_0026242
1824,1824,HAM10000_images_part_1/ISIC_0029171.jpg,0,295,429,205,ISIC_0029171
1825,1825,HAM10000_images_part_1/ISIC_0025993.jpg,369,233,281,267,ISIC_0025993
1826,1826,HAM10000_images_part_1/ISIC_0024455.jpg,267,61,186,192,ISIC_0024455
1827,1827,HAM10000_images_part_1/ISIC_0025987.jpg,75,68,421,288,ISIC_0025987
1828,1828,HAM10000_images_part_1/ISIC_0024441.jpg,117,74,377,317,ISIC_0024441
1829,1829,HAM10000_images_part_1/ISIC_0027148.jpg,207,176,223,239,ISIC_0027148
1830,1830,HAM10000_images_part_1/ISIC_0026256.jpg,19,61,390,301,ISIC_0026256
1831,1831,HAM10000_images_part_1/ISIC_0029165.jpg,72,41,323,283,ISIC_0029165
1832,1832,HAM10000_images_part_1/ISIC_0026530.jpg,189,178,172,165,ISIC_0026530
1833,1833,HAM10000_images_part_1/ISIC_0024327.jpg,141,25,397,391,ISIC_0024327
1834,1834,HAM10000_images_part_1/ISIC_0025039.jpg,121,11,324,358,ISIC_0025039
1835,1835,HAM10000_images_part_1/ISIC_0028290.jpg,176,105,256,219,ISIC_0028290
1836,1836,HAM10000_images_part_1/ISIC_0025978.jpg,222,159,150,145,ISIC_0025978
1837,1837,HAM10000_images_part_1/ISIC_0028284.jpg,216,96,253,229,ISIC_0028284
1838,1838,HAM10000_images_part_1/ISIC_0027809.jpg,133,33,353,360,ISIC_0027809
1839,1839,HAM10000_images_part_1/ISIC_0027821.jpg,125,47,342,364,ISIC_0027821
1840,1840,HAM10000_images_part_1/ISIC_0025950.jpg,68,63,472,277,ISIC_0025950
1841,1841,HAM10000_images_part_1/ISIC_0024496.jpg,139,0,308,445,ISIC_0024496
1842,1842,HAM10000_images_part_1/ISIC_0025788.jpg,9,0,533,449,ISIC_0025788
1843,1843,HAM10000_images_part_1/ISIC_0026281.jpg,204,126,179,150,ISIC_0026281
1844,1844,HAM10000_images_part_1/ISIC_0026295.jpg,232,159,167,157,ISIC_0026295
1845,1845,HAM10000_images_part_1/ISIC_0025944.jpg,114,28,364,304,ISIC_0025944
1846,1846,HAM10000_images_part_1/ISIC_0024482.jpg,85,0,419,449,ISIC_0024482
1847,1847,HAM10000_images_part_1/ISIC_0027835.jpg,0,0,599,449,ISIC_0027835
1848,1848,HAM10000_images_part_1/ISIC_0027362.jpg,132,93,259,263,ISIC_0027362
1849,1849,HAM10000_images_part_1/ISIC_0028051.jpg,0,63,486,339,ISIC_0028051
1850,1850,HAM10000_images_part_1/ISIC_0025575.jpg,159,108,308,247,ISIC_0025575
1851,1851,HAM10000_images_part_1/ISIC_0025213.jpg,127,101,330,294,ISIC_0025213
1852,1852,HAM10000_images_part_1/ISIC_0027404.jpg,0,35,599,430,ISIC_0027404
1853,1853,HAM10000_images_part_1/ISIC_0028737.jpg,216,90,216,251,ISIC_0028737
1854,1854,HAM10000_images_part_1/ISIC_0027410.jpg,206,130,184,183,ISIC_0027410
1855,1855,HAM10000_images_part_1/ISIC_0028723.jpg,124,30,352,380,ISIC_0028723
1856,1856,HAM10000_images_part_1/ISIC_0025207.jpg,90,125,264,253,ISIC_0025207
1857,1857,HAM10000_images_part_1/ISIC_0025561.jpg,377,133,202,233,ISIC_0025561
1858,1858,HAM10000_images_part_1/ISIC_0026068.jpg,103,66,224,232,ISIC_0026068
1859,1859,HAM10000_images_part_1/ISIC_0027376.jpg,204,253,307,247,ISIC_0027376
1860,1860,HAM10000_images_part_1/ISIC_0028045.jpg,192,145,200,164,ISIC_0028045
1861,1861,HAM10000_images_part_1/ISIC_0024657.jpg,122,54,332,340,ISIC_0024657
1862,1862,HAM10000_images_part_1/ISIC_0025549.jpg,129,40,270,394,ISIC_0025549
1863,1863,HAM10000_images_part_1/ISIC_0026040.jpg,329,182,119,117,ISIC_0026040
1864,1864,HAM10000_images_part_1/ISIC_0027438.jpg,99,173,551,327,ISIC_0027438
1865,1865,HAM10000_images_part_1/ISIC_0026726.jpg,169,110,256,232,ISIC_0026726
1866,1866,HAM10000_images_part_1/ISIC_0026732.jpg,284,236,151,134,ISIC_0026732
1867,1867,HAM10000_images_part_1/ISIC_0026054.jpg,226,124,275,224,ISIC_0026054
1868,1868,HAM10000_images_part_1/ISIC_0028079.jpg,203,126,198,206,ISIC_0028079
1869,1869,HAM10000_images_part_1/ISIC_0024643.jpg,0,0,100,100,ISIC_0024643
1870,1870,HAM10000_images_part_1/ISIC_0024870.jpg,151,23,348,435,ISIC_0024870
1871,1871,HAM10000_images_part_1/ISIC_0028092.jpg,68,96,356,283,ISIC_0028092
1872,1872,HAM10000_images_part_1/ISIC_0026901.jpg,154,107,307,235,ISIC_0026901
1873,1873,HAM10000_images_part_1/ISIC_0028938.jpg,60,104,427,295,ISIC_0028938
1874,1874,HAM10000_images_part_1/ISIC_0026915.jpg,207,74,220,267,ISIC_0026915
1875,1875,HAM10000_images_part_1/ISIC_0028086.jpg,94,0,465,449,ISIC_0028086
1876,1876,HAM10000_images_part_1/ISIC_0024864.jpg,107,0,477,442,ISIC_0024864
1877,1877,HAM10000_images_part_1/ISIC_0026083.jpg,291,226,167,158,ISIC_0026083
1878,1878,HAM10000_images_part_1/ISIC_0024694.jpg,96,0,379,449,ISIC_0024694
1879,1879,HAM10000_images_part_1/ISIC_0028910.jpg,121,70,306,232,ISIC_0028910
1880,1880,HAM10000_images_part_1/ISIC_0028904.jpg,80,72,354,390,ISIC_0028904
1881,1881,HAM10000_images_part_1/ISIC_0026929.jpg,0,0,236,449,ISIC_0026929
1882,1882,HAM10000_images_part_1/ISIC_0024858.jpg,180,120,215,202,ISIC_0024858
1883,1883,HAM10000_images_part_1/ISIC_0024680.jpg,144,103,275,262,ISIC_0024680
1884,1884,HAM10000_images_part_1/ISIC_0027389.jpg,313,270,163,163,ISIC_0027389
1885,1885,HAM10000_images_part_1/ISIC_0026097.jpg,51,38,471,365,ISIC_0026097
1886,1886,HAM10000_images_part_1/ISIC_0024860.jpg,155,83,303,271,ISIC_0024860
1887,1887,HAM10000_images_part_1/ISIC_0028082.jpg,0,0,599,298,ISIC_0028082
1888,1888,HAM10000_images_part_1/ISIC_0026911.jpg,196,110,190,182,ISIC_0026911
1889,1889,HAM10000_images_part_1/ISIC_0026905.jpg,76,39,280,327,ISIC_0026905
1890,1890,HAM10000_images_part_1/ISIC_0028928.jpg,0,0,100,100,ISIC_0028928
1891,1891,HAM10000_images_part_1/ISIC_0028096.jpg,78,28,314,376,ISIC_0028096
1892,1892,HAM10000_images_part_1/ISIC_0024874.jpg,123,107,151,149,ISIC_0024874
1893,1893,HAM10000_images_part_1/ISIC_0026093.jpg,16,0,470,449,ISIC_0026093
1894,1894,HAM10000_images_part_1/ISIC_0024684.jpg,43,0,537,449,ISIC_0024684
1895,1895,HAM10000_images_part_1/ISIC_0028900.jpg,84,86,416,343,ISIC_0028900
1896,1896,HAM10000_images_part_1/ISIC_0026939.jpg,283,0,365,449,ISIC_0026939
1897,1897,HAM10000_images_part_1/ISIC_0028914.jpg,134,53,381,209,ISIC_0028914
1898,1898,HAM10000_images_part_1/ISIC_0024690.jpg,66,202,237,216,ISIC_0024690
1899,1899,HAM10000_images_part_1/ISIC_0024848.jpg,114,33,377,226,ISIC_0024848
1900,1900,HAM10000_images_part_1/ISIC_0026087.jpg,131,243,228,169,ISIC_0026087
1901,1901,HAM10000_images_part_1/ISIC_0027399.jpg,0,171,299,329,ISIC_0027399
1902,1902,HAM10000_images_part_1/ISIC_0028041.jpg,199,109,254,230,ISIC_0028041
1903,1903,HAM10000_images_part_1/ISIC_0027372.jpg,0,172,325,328,ISIC_0027372
1904,1904,HAM10000_images_part_1/ISIC_0025565.jpg,72,129,237,281,ISIC_0025565
1905,1905,HAM10000_images_part_1/ISIC_0025203.jpg,91,113,392,299,ISIC_0025203
1906,1906,HAM10000_images_part_1/ISIC_0028727.jpg,97,23,418,449,ISIC_0028727
1907,1907,HAM10000_images_part_1/ISIC_0027414.jpg,125,26,218,266,ISIC_0027414
1908,1908,HAM10000_images_part_1/ISIC_0028733.jpg,217,110,247,217,ISIC_0028733
1909,1909,HAM10000_images_part_1/ISIC_0027400.jpg,18,0,552,449,ISIC_0027400
1910,1910,HAM10000_images_part_1/ISIC_0025217.jpg,135,5,374,449,ISIC_0025217
1911,1911,HAM10000_images_part_1/ISIC_0025571.jpg,132,113,328,241,ISIC_0025571
1912,1912,HAM10000_images_part_1/ISIC_0028055.jpg,100,40,393,359,ISIC_0028055
1913,1913,HAM10000_images_part_1/ISIC_0027366.jpg,57,17,266,259,ISIC_0027366
1914,1914,HAM10000_images_part_1/ISIC_0026078.jpg,37,81,443,400,ISIC_0026078
1915,1915,HAM10000_images_part_1/ISIC_0025559.jpg,106,83,355,314,ISIC_0025559
1916,1916,HAM10000_images_part_1/ISIC_0024647.jpg,199,218,180,159,ISIC_0024647
1917,1917,HAM10000_images_part_1/ISIC_0026050.jpg,90,29,339,365,ISIC_0026050
1918,1918,HAM10000_images_part_1/ISIC_0026736.jpg,129,0,110,105,ISIC_0026736
1919,1919,HAM10000_images_part_1/ISIC_0027428.jpg,152,297,170,169,ISIC_0027428
1920,1920,HAM10000_images_part_1/ISIC_0026722.jpg,219,170,151,130,ISIC_0026722
1921,1921,HAM10000_images_part_1/ISIC_0028069.jpg,203,142,188,190,ISIC_0028069
1922,1922,HAM10000_images_part_1/ISIC_0026044.jpg,241,87,242,311,ISIC_0026044
1923,1923,HAM10000_images_part_1/ISIC_0024653.jpg,248,29,336,336,ISIC_0024653
1924,1924,HAM10000_images_part_1/ISIC_0028280.jpg,109,68,356,376,ISIC_0028280
1925,1925,HAM10000_images_part_1/ISIC_0025968.jpg,411,0,239,449,ISIC_0025968
1926,1926,HAM10000_images_part_1/ISIC_0028294.jpg,430,73,175,146,ISIC_0028294
1927,1927,HAM10000_images_part_1/ISIC_0027819.jpg,168,123,247,219,ISIC_0027819
1928,1928,HAM10000_images_part_1/ISIC_0027831.jpg,342,98,185,167,ISIC_0027831
1929,1929,HAM10000_images_part_1/ISIC_0025798.jpg,122,100,382,273,ISIC_0025798
1930,1930,HAM10000_images_part_1/ISIC_0025940.jpg,227,223,165,176,ISIC_0025940
1931,1931,HAM10000_images_part_1/ISIC_0024486.jpg,262,149,241,193,ISIC_0024486
1932,1932,HAM10000_images_part_1/ISIC_0026291.jpg,53,7,562,449,ISIC_0026291
1933,1933,HAM10000_images_part_1/ISIC_0026285.jpg,357,0,293,288,ISIC_0026285
1934,1934,HAM10000_images_part_1/ISIC_0025954.jpg,104,123,229,197,ISIC_0025954
1935,1935,HAM10000_images_part_1/ISIC_0024492.jpg,134,162,343,338,ISIC_0024492
1936,1936,HAM10000_images_part_1/ISIC_0027825.jpg,289,108,191,173,ISIC_0027825
1937,1937,HAM10000_images_part_1/ISIC_0027616.jpg,417,150,233,350,ISIC_0027616
1938,1938,HAM10000_images_part_1/ISIC_0028525.jpg,234,160,187,164,ISIC_0028525
1939,1939,HAM10000_images_part_1/ISIC_0026508.jpg,0,256,599,244,ISIC_0026508
1940,1940,HAM10000_images_part_1/ISIC_0025001.jpg,214,162,164,153,ISIC_0025001
1941,1941,HAM10000_images_part_1/ISIC_0024479.jpg,169,102,242,219,ISIC_0024479
1942,1942,HAM10000_images_part_1/ISIC_0025767.jpg,199,129,187,195,ISIC_0025767
1943,1943,HAM10000_images_part_1/ISIC_0027170.jpg,108,113,365,268,ISIC_0027170
1944,1944,HAM10000_images_part_1/ISIC_0028243.jpg,99,53,430,353,ISIC_0028243
1945,1945,HAM10000_images_part_1/ISIC_0029149.jpg,33,26,412,379,ISIC_0029149
1946,1946,HAM10000_images_part_1/ISIC_0027164.jpg,289,377,125,117,ISIC_0027164
1947,1947,HAM10000_images_part_1/ISIC_0028257.jpg,50,105,112,117,ISIC_0028257
1948,1948,HAM10000_images_part_1/ISIC_0025773.jpg,44,38,424,388,ISIC_0025773
1949,1949,HAM10000_images_part_1/ISIC_0025015.jpg,168,111,204,247,ISIC_0025015
1950,1950,HAM10000_images_part_1/ISIC_0027602.jpg,183,0,283,281,ISIC_0027602
1951,1951,HAM10000_images_part_1/ISIC_0028531.jpg,211,131,174,197,ISIC_0028531
1952,1952,HAM10000_images_part_1/ISIC_0024323.jpg,0,51,211,216,ISIC_0024323
1953,1953,HAM10000_images_part_1/ISIC_0028519.jpg,0,0,599,258,ISIC_0028519
1954,1954,HAM10000_images_part_1/ISIC_0026534.jpg,134,0,355,381,ISIC_0026534
1955,1955,HAM10000_images_part_1/ISIC_0029161.jpg,72,0,434,449,ISIC_0029161
1956,1956,HAM10000_images_part_1/ISIC_0026252.jpg,160,109,287,321,ISIC_0026252
1957,1957,HAM10000_images_part_1/ISIC_0025983.jpg,94,71,368,292,ISIC_0025983
1958,1958,HAM10000_images_part_1/ISIC_0024445.jpg,169,80,229,243,ISIC_0024445
1959,1959,HAM10000_images_part_1/ISIC_0025997.jpg,84,0,268,366,ISIC_0025997
1960,1960,HAM10000_images_part_1/ISIC_0024451.jpg,78,0,521,431,ISIC_0024451
1961,1961,HAM10000_images_part_1/ISIC_0029175.jpg,92,13,411,354,ISIC_0029175
1962,1962,HAM10000_images_part_1/ISIC_0026246.jpg,179,243,177,135,ISIC_0026246
1963,1963,HAM10000_images_part_1/ISIC_0027158.jpg,126,68,247,278,ISIC_0027158
1964,1964,HAM10000_images_part_1/ISIC_0026520.jpg,0,0,311,205,ISIC_0026520
1965,1965,HAM10000_images_part_1/ISIC_0025029.jpg,334,28,180,208,ISIC_0025029
1966,1966,HAM10000_images_part_1/ISIC_0024337.jpg,0,0,100,100,ISIC_0024337
1967,1967,HAM10000_images_part_1/ISIC_0028492.jpg,0,0,100,100,ISIC_0028492
1968,1968,HAM10000_images_part_1/ISIC_0027979.jpg,0,0,100,100,ISIC_0027979
1969,1969,HAM10000_images_part_1/ISIC_0025808.jpg,296,65,115,117,ISIC_0025808
1970,1970,HAM10000_images_part_1/ISIC_0028486.jpg,138,152,239,247,ISIC_0028486
1971,1971,HAM10000_images_part_1/ISIC_0027945.jpg,113,10,474,442,ISIC_0027945
1972,1972,HAM10000_images_part_1/ISIC_0026483.jpg,135,68,377,291,ISIC_0026483
1973,1973,HAM10000_images_part_1/ISIC_0025834.jpg,126,32,354,359,ISIC_0025834
1974,1974,HAM10000_images_part_1/ISIC_0025820.jpg,84,20,465,332,ISIC_0025820
1975,1975,HAM10000_images_part_1/ISIC_0027789.jpg,225,55,209,236,ISIC_0027789
1976,1976,HAM10000_images_part_1/ISIC_0027951.jpg,43,49,579,389,ISIC_0027951
1977,1977,HAM10000_images_part_1/ISIC_0026497.jpg,176,96,251,257,ISIC_0026497
1978,1978,HAM10000_images_part_1/ISIC_0027762.jpg,116,51,275,386,ISIC_0027762
1979,1979,HAM10000_images_part_1/ISIC_0028451.jpg,251,147,293,232,ISIC_0028451
1980,1980,HAM10000_images_part_1/ISIC_0025175.jpg,159,103,345,367,ISIC_0025175
1981,1981,HAM10000_images_part_1/ISIC_0025613.jpg,0,0,282,352,ISIC_0025613
1982,1982,HAM10000_images_part_1/ISIC_0027004.jpg,119,79,366,265,ISIC_0027004
1983,1983,HAM10000_images_part_1/ISIC_0028337.jpg,103,159,264,266,ISIC_0028337
1984,1984,HAM10000_images_part_1/ISIC_0029029.jpg,233,146,207,235,ISIC_0029029
1985,1985,HAM10000_images_part_1/ISIC_0027010.jpg,183,127,253,245,ISIC_0027010
1986,1986,HAM10000_images_part_1/ISIC_0028323.jpg,317,196,209,206,ISIC_0028323
1987,1987,HAM10000_images_part_1/ISIC_0025607.jpg,426,0,224,204,ISIC_0025607
1988,1988,HAM10000_images_part_1/ISIC_0024519.jpg,196,91,239,238,ISIC_0024519
1989,1989,HAM10000_images_part_1/ISIC_0025161.jpg,17,68,383,333,ISIC_0025161
1990,1990,HAM10000_images_part_1/ISIC_0026468.jpg,487,327,151,136,ISIC_0026468
1991,1991,HAM10000_images_part_1/ISIC_0027776.jpg,55,100,231,279,ISIC_0027776
1992,1992,HAM10000_images_part_1/ISIC_0028445.jpg,120,117,325,221,ISIC_0028445
1993,1993,HAM10000_images_part_1/ISIC_0025149.jpg,142,137,216,237,ISIC_0025149
1994,1994,HAM10000_images_part_1/ISIC_0027986.jpg,111,0,187,221,ISIC_0027986
1995,1995,HAM10000_images_part_1/ISIC_0026440.jpg,220,181,156,164,ISIC_0026440
1996,1996,HAM10000_images_part_1/ISIC_0027038.jpg,0,2,159,142,ISIC_0027038
1997,1997,HAM10000_images_part_1/ISIC_0029015.jpg,0,69,411,431,ISIC_0029015
1998,1998,HAM10000_images_part_1/ISIC_0026326.jpg,232,148,177,146,ISIC_0026326
1999,1999,HAM10000_images_part_1/ISIC_0024531.jpg,0,215,418,285,ISIC_0024531
2000,2000,HAM10000_images_part_1/ISIC_0024525.jpg,297,108,221,222,ISIC_0024525
2001,2001,HAM10000_images_part_1/ISIC_0029001.jpg,169,187,146,193,ISIC_0029001
2002,2002,HAM10000_images_part_1/ISIC_0026332.jpg,82,1,458,390,ISIC_0026332
2003,2003,HAM10000_images_part_1/ISIC_0027992.jpg,79,0,382,366,ISIC_0027992
2004,2004,HAM10000_images_part_1/ISIC_0026454.jpg,0,93,599,263,ISIC_0026454
2005,2005,HAM10000_images_part_1/ISIC_0028479.jpg,283,268,172,151,ISIC_0028479
2006,2006,HAM10000_images_part_1/ISIC_0024914.jpg,105,39,253,284,ISIC_0024914
2007,2007,HAM10000_images_part_1/ISIC_0028848.jpg,51,100,475,304,ISIC_0028848
2008,2008,HAM10000_images_part_1/ISIC_0026865.jpg,122,179,113,112,ISIC_0026865
2009,2009,HAM10000_images_part_1/ISIC_0028690.jpg,52,16,339,449,ISIC_0028690
2010,2010,HAM10000_images_part_1/ISIC_0026871.jpg,0,0,100,100,ISIC_0026871
2011,2011,HAM10000_images_part_1/ISIC_0028684.jpg,123,83,278,283,ISIC_0028684
2012,2012,HAM10000_images_part_1/ISIC_0024900.jpg,226,60,174,190,ISIC_0024900
2013,2013,HAM10000_images_part_1/ISIC_0024928.jpg,134,58,383,319,ISIC_0024928
2014,2014,HAM10000_images_part_1/ISIC_0025388.jpg,417,231,153,112,ISIC_0025388
2015,2015,HAM10000_images_part_1/ISIC_0026681.jpg,76,157,321,291,ISIC_0026681
2016,2016,HAM10000_images_part_1/ISIC_0028874.jpg,62,11,476,436,ISIC_0028874
2017,2017,HAM10000_images_part_1/ISIC_0026859.jpg,120,52,210,321,ISIC_0026859
2018,2018,HAM10000_images_part_1/ISIC_0026695.jpg,7,0,534,435,ISIC_0026695
2019,2019,HAM10000_images_part_1/ISIC_0028860.jpg,154,0,496,339,ISIC_0028860
2020,2020,HAM10000_images_part_1/ISIC_0026118.jpg,0,366,135,119,ISIC_0026118
2021,2021,HAM10000_images_part_1/ISIC_0028135.jpg,185,90,229,216,ISIC_0028135
2022,2022,HAM10000_images_part_1/ISIC_0027206.jpg,156,26,281,352,ISIC_0027206
2023,2023,HAM10000_images_part_1/ISIC_0025411.jpg,283,42,190,223,ISIC_0025411
2024,2024,HAM10000_images_part_1/ISIC_0025377.jpg,359,172,111,116,ISIC_0025377
2025,2025,HAM10000_images_part_1/ISIC_0028653.jpg,145,83,301,253,ISIC_0028653
2026,2026,HAM10000_images_part_1/ISIC_0027560.jpg,68,114,497,264,ISIC_0027560
2027,2027,HAM10000_images_part_1/ISIC_0028647.jpg,50,8,319,416,ISIC_0028647
2028,2028,HAM10000_images_part_1/ISIC_0027574.jpg,213,111,238,219,ISIC_0027574
2029,2029,HAM10000_images_part_1/ISIC_0025363.jpg,103,109,357,224,ISIC_0025363
2030,2030,HAM10000_images_part_1/ISIC_0025405.jpg,168,58,242,336,ISIC_0025405
2031,2031,HAM10000_images_part_1/ISIC_0028121.jpg,48,217,180,201,ISIC_0028121
2032,2032,HAM10000_images_part_1/ISIC_0027212.jpg,398,0,252,315,ISIC_0027212
2033,2033,HAM10000_images_part_1/ISIC_0024733.jpg,4,74,227,179,ISIC_0024733
2034,2034,HAM10000_images_part_1/ISIC_0026124.jpg,139,114,265,267,ISIC_0026124
2035,2035,HAM10000_images_part_1/ISIC_0029217.jpg,254,46,178,205,ISIC_0029217
2036,2036,HAM10000_images_part_1/ISIC_0028109.jpg,200,119,208,192,ISIC_0028109
2037,2037,HAM10000_images_part_1/ISIC_0026642.jpg,510,41,140,177,ISIC_0026642
2038,2038,HAM10000_images_part_1/ISIC_0027548.jpg,131,90,319,281,ISIC_0027548
2039,2039,HAM10000_images_part_1/ISIC_0026656.jpg,340,156,157,151,ISIC_0026656
2040,2040,HAM10000_images_part_1/ISIC_0026130.jpg,113,60,192,171,ISIC_0026130
2041,2041,HAM10000_images_part_1/ISIC_0029203.jpg,505,174,109,108,ISIC_0029203
2042,2042,HAM10000_images_part_1/ISIC_0024727.jpg,155,160,310,279,ISIC_0024727
2043,2043,HAM10000_images_part_1/ISIC_0025439.jpg,107,51,238,243,ISIC_0025439
2044,2044,HAM10000_images_part_1/ISIC_0026657.jpg,224,137,142,143,ISIC_0026657
2045,2045,HAM10000_images_part_1/ISIC_0027549.jpg,163,136,258,160,ISIC_0027549
2046,2046,HAM10000_images_part_1/ISIC_0025438.jpg,72,121,382,350,ISIC_0025438
2047,2047,HAM10000_images_part_1/ISIC_0024726.jpg,168,85,308,336,ISIC_0024726
2048,2048,HAM10000_images_part_1/ISIC_0029202.jpg,117,81,331,300,ISIC_0029202
2049,2049,HAM10000_images_part_1/ISIC_0026131.jpg,179,85,275,275,ISIC_0026131
2050,2050,HAM10000_images_part_1/ISIC_0028108.jpg,164,135,232,224,ISIC_0028108
2051,2051,HAM10000_images_part_1/ISIC_0029216.jpg,77,117,299,232,ISIC_0029216
2052,2052,HAM10000_images_part_1/ISIC_0026125.jpg,92,8,428,380,ISIC_0026125
2053,2053,HAM10000_images_part_1/ISIC_0024732.jpg,127,0,354,440,ISIC_0024732
2054,2054,HAM10000_images_part_1/ISIC_0026643.jpg,128,39,345,361,ISIC_0026643
2055,2055,HAM10000_images_part_1/ISIC_0025362.jpg,2,2,133,159,ISIC_0025362
2056,2056,HAM10000_images_part_1/ISIC_0027575.jpg,0,269,161,144,ISIC_0027575
2057,2057,HAM10000_images_part_1/ISIC_0028646.jpg,98,65,232,227,ISIC_0028646
2058,2058,HAM10000_images_part_1/ISIC_0027213.jpg,52,101,406,231,ISIC_0027213
2059,2059,HAM10000_images_part_1/ISIC_0028120.jpg,127,80,321,291,ISIC_0028120
2060,2060,HAM10000_images_part_1/ISIC_0025404.jpg,207,116,286,308,ISIC_0025404
2061,2061,HAM10000_images_part_1/ISIC_0025410.jpg,133,162,148,174,ISIC_0025410
